,formula,time,result
0,"!(X !((""Person_0==Spilberk"" U ""Person_1==Svobodak"") <-> ([]([]""Person_0==Moravak"" R ""Person_1==Svobodak"") R (<>X ""Person_1==Ceska"" || []([]""Person_0==Moravak"" R ""Person_1==Svobodak"")))))",18.830157267977484,False
1,"!((<>""Person_1==Spilberk"" U (""Person_1==Spilberk"" <-> <>""Person_1==Moravak"")) U []([]""Person_0==Ceska"" || (""Person_1==Spilberk"" U ""Person_0==Ceska"")))",17.22041772096418,True
2,"!(<>[]<>(<>((""Person_0==Malinak"" && ""Person_1==Svobodak"") || X ""Person_1==Moravak"") U (""Person_1==Ceska"" R (""Person_1==Ceska"" || X ""Person_0==Ceska""))))",5.8900584320072085,True
3,"!([]((!(""Person_1==Ceska"" <-> ""Person_1==Petrov"") R (""Person_0==Malinak"" U !""Person_0==Ceska"")) -> <>(""Person_0==Petrov"" R []""Person_1==Petrov"")))",11.840056795044802,False
4,"!([](((""Person_0==Ceska"" R <>""Person_0==Petrov"") U (!""Person_0==Moravak"" && (""Person_0==Ceska"" R <>""Person_0==Petrov""))) U (X (""Person_1==Spilberk"" -> ""Person_1==Petrov"") U (""Person_0==Malinak"" && X (""Person_1==Spilberk"" -> ""Person_1==Petrov"")))))",19.947800216032192,False
5,"!(!<>""Person_1==Ceska"" R ((false R [](X X <>""Person_0==Ceska"" U ""Person_0==Malinak"")) || !<>""Person_1==Ceska""))",11.852259652107023,False
6,"!([]((""Person_1==Svobodak"" U !""Person_1==Svobodak"") U ((""Person_1==Svobodak"" U !""Person_1==Svobodak"") && [](""Person_0==Petrov"" U (""Person_0==Petrov"" && ""Person_0==Svobodak"")))))",5.741334371035919,True
7,"!([]((<>""Person_0==Ceska"" R ((X (""Person_0==Ceska"" || ""Person_0==Moravak"") U ""Person_0==Malinak"") || <>""Person_0==Ceska"")) R (([]""Person_1==Malinak"" U ""Person_1==Malinak"") || (<>""Person_0==Ceska"" R ((X (""Person_0==Ceska"" || ""Person_0==Moravak"") U ""Person_0==Malinak"") || <>""Person_0==Ceska"")))))",5.991502657998353,True
8,"!(<>([](<>[]""Person_1==Spilberk"" R ""Person_1==Ceska"") R [](true U (""Person_0==Petrov"" U (""Person_0==Petrov"" && ""Person_0==Spilberk"")))))",5.765413018991239,True
9,"!(""Person_1==Svobodak"" U !([](""Person_1==Spilberk"" -> !""Person_0==Ceska"") <-> !(""Person_0==Malinak"" R <>""Person_0==Spilberk"")))",24.53694182005711,False
10,"!([]""Person_0==Svobodak"" <-> (<>""Person_0==Petrov"" && []((""Person_1==Malinak"" U (""Person_0==Spilberk"" && ""Person_1==Malinak"")) U !""Person_0==Ceska"")))",11.009526098961942,False
