,formula,time,result
0,"!(X ""Node_1==q1"" <-> ((!(""Node_4==q2a"" <-> X ""Node_2==wait"") R (<>X (""Node_4==q1"" U (""Node_4==q1"" && ""Node_5==q1n"")) || !(""Node_4==q2a"" <-> X ""Node_2==wait""))) -> ""Node_4==q1""))",1.5859736669808626,False
1,"!(<>[]((""Node_2==wait"" <-> (!""Node_3==q1n"" <-> (""Node_3==q1a"" R X ""Node_3==q2""))) U (X ""Node_1==qw"" && (""Node_2==wait"" <-> (!""Node_3==q1n"" <-> (""Node_3==q1a"" R X ""Node_3==q2""))))))",2.077641766052693,True
2,"!((<>X !""Node_1==qwcheck"" U ""Node_5==q2n"") U !(""Node_4==qwcheck"" <-> <>(X ""Node_3==wait"" <-> <>""Node_3==q1n"")))",3.544727634987794,False
3,"!([]((""Node_1==qw"" -> ""Node_4==q2a"") U ""Node_1==qwcheck"") U (""Node_0==q2a"" R (([]""Node_3==wait"" -> ""Node_1==q2n"") R (""Node_1==wait"" || ([]""Node_3==wait"" -> ""Node_1==q2n"")))))",1.842919646995142,False
4,"!(<>(""Node_1==qw"" R ((([]""Node_2==got_msg"" U X ""Node_4==q1a"") || !(""Node_4==q2n"" <-> X ""Node_2==q1a"")) U (""Node_1==q1"" && (([]""Node_2==got_msg"" U X ""Node_4==q1a"") || !(""Node_4==q2n"" <-> X ""Node_2==q1a""))))))",1.4357926310040057,True
5,"!((<>""Node_3==got_msg"" U X (""Node_5==q2a"" U ""Node_3==q2n"")) <-> ([]""Node_2==q2a"" R (<>""Node_3==q2a"" R (""Node_0==q1"" || <>""Node_3==q2a""))))",4.426592996926047,True
6,"!(<>(""Node_4==qwcheck"" R (""Node_4==qwcheck"" || !(X X X <>""Node_2==q1"" <-> [](X ""Node_5==q2"" U []""Node_1==q2"")))))",2.5093270210782066,False
7,"!([]!(<>(<>!""Node_1==qw"" <-> <>(""Node_3==qwcheck"" && ""Node_4==qwcheck"")) <-> <>(""Node_1==wait"" && ""Node_4==q1"")))",1.2041200009407476,True
8,"!(((X ""Node_2==wait"" R (<>""Node_1==q1n"" || X ""Node_2==wait"")) U (""Node_2==got_msg"" && (X ""Node_2==wait"" R (<>""Node_1==q1n"" || X ""Node_2==wait"")))) R (((<>""Node_0==q2n"" U X ""Node_2==qw"") U ""Node_3==q2n"") || ((X ""Node_2==wait"" R (<>""Node_1==q1n"" || X ""Node_2==wait"")) U (""Node_2==got_msg"" && (X ""Node_2==wait"" R (<>""Node_1==q1n"" || X ""Node_2==wait""))))))",4.277694783988409,False
9,"!(<>[](<>""Node_3==q1n"" R !(""Node_3==q2n"" <-> (X ""Node_3==q1n"" <-> [](""Node_4==q1a"" <-> <>""Node_0==qwcheck"")))))",2.114533248008229,True
10,"!((<>""Node_1==q1a"" U (!""Node_0==q1n"" && <>""Node_1==q1a"")) R (([]!(""Node_4==q2"" <-> <>""Node_1==q2a"") R <>""Node_3==got_msg"") || (<>""Node_1==q1a"" U (!""Node_0==q1n"" && <>""Node_1==q1a""))))",1.4569809370441362,False
11,"!((<>""Node_0==wait"" U !""Node_3==qw"") R ((X ""Node_2==wait"" R (!""Node_1==wait"" || X ""Node_2==wait"")) U X X ""Node_0==q1a""))",2.5200414729770273,False
12,"!(<>[](((""Node_2==q2n"" -> ""Node_3==q2a"") U X ""Node_2==wait"") U (""Node_5==qwcheck"" || X !(""Node_0==q1n"" <-> ""Node_4==q2a""))))",2.3423659949330613,True
13,"!(![]""Node_1==q2"" U (![]""Node_1==q2"" && (""Node_5==wait"" R !(<>!""Node_5==q2n"" <-> !(""Node_2==q2a"" R <>""Node_0==q1a"")))))",1.3828898419160396,False
14,"!(X ""Node_0==got_msg"" R (X ""Node_0==got_msg"" || ((!""Node_2==got_msg"" U ""Node_0==wait"") <-> !(<>""Node_5==q1n"" <-> (!""Node_5==got_msg"" U ""Node_2==qwcheck"")))))",3.6133462080033496,False
15,"!(!((<>""Node_2==q2"" U (""Node_5==qwcheck"" && <>""Node_2==q2"")) <-> []!((""Node_3==q1"" R (""Node_1==got_msg"" || ""Node_3==q1"")) U (""Node_2==got_msg"" && (""Node_3==q1"" R (""Node_1==got_msg"" || ""Node_3==q1""))))) U (X ""Node_2==wait"" && !((<>""Node_2==q2"" U (""Node_5==qwcheck"" && <>""Node_2==q2"")) <-> []!((""Node_3==q1"" R (""Node_1==got_msg"" || ""Node_3==q1"")) U (""Node_2==got_msg"" && (""Node_3==q1"" R (""Node_1==got_msg"" || ""Node_3==q1"")))))))",2.1348159079207107,False
16,"!(!""Node_5==wait"" R <>(<>""Node_3==q2n"" R X ((""Node_0==got_msg"" && ""Node_2==q2a"") U (""Node_0==got_msg"" && ""Node_2==q2"" && ""Node_2==q2a""))))",1.0366373270517215,True
17,"!([]<>""Node_2==q2n"" U ((!""Node_2==qw"" && (!(""Node_3==got_msg"" <-> ""Node_4==qw"") U (""Node_5==wait"" && !(""Node_3==got_msg"" <-> ""Node_4==qw"")))) R (<>""Node_4==wait"" || (!""Node_2==qw"" && (!(""Node_3==got_msg"" <-> ""Node_4==qw"") U (""Node_5==wait"" && !(""Node_3==got_msg"" <-> ""Node_4==qw"")))))))",2.899804205982946,False
18,"!(""Node_4==q2a"" R (""Node_4==q2a"" || !([]""Node_0==q2a"" <-> !(<>""Node_1==q2"" <-> (X <>""Node_1==q2a"" R (<>""Node_4==q1"" || X <>""Node_1==q2a""))))))",1.5393610009923577,True
19,"!(((""Node_2==qwcheck"" <-> ""Node_5==q1a"") R ((""Node_1==qwcheck"" <-> ""Node_4==q2"") <-> (""Node_4==got_msg"" U (""Node_0==qwcheck"" && ""Node_4==got_msg"")))) R <>""Node_0==q1a"")",0.7779215819900855,False
20,"!(X (((""Node_1==q2a"" R ""Node_1==got_msg"") R ((""Node_1==q2a"" R ""Node_1==got_msg"") || !(!""Node_4==q2a"" <-> []""Node_4==q1a""))) U (""Node_0==q1"" R (""Node_0==q1"" || <>""Node_1==wait""))))",1.4340300579788163,False
21,"!((<>""Node_4==qw"" R (""Node_2==got_msg"" || <>""Node_4==qw"")) R (!(""Node_1==qwcheck"" <-> (<>""Node_1==q2n"" && <>!(""Node_3==q1a"" <-> <>""Node_3==q1""))) || (<>""Node_4==qw"" R (""Node_2==got_msg"" || <>""Node_4==qw""))))",2.406855751061812,False
22,"!([]X !((<>X ""Node_1==q2a"" U (""Node_1==qw"" && <>X ""Node_1==q2a"")) <-> !(""Node_2==q1n"" <-> (""Node_0==q2a"" R (""Node_0==q2a"" || !(""Node_0==qwcheck"" <-> ""Node_2==got_msg""))))))",0.44096302799880505,True
23,"!((""Node_1==qw"" U (""Node_1==qw"" && ""Node_1==qwcheck"")) R (([](""Node_3==q2"" || <>""Node_5==qw"") U ((""Node_5==q2"" <-> (""Node_1==q1"" <-> ""Node_5==got_msg"")) && [](""Node_3==q2"" || <>""Node_5==qw""))) || (""Node_1==qw"" U (""Node_1==qw"" && ""Node_1==qwcheck""))))",0.5594372759805992,True
24,"!([]<>((!(""Node_1==qw"" <-> ""Node_5==q1"") R (""Node_2==q2n"" || !(""Node_1==qw"" <-> ""Node_5==q1""))) <-> (""Node_1==wait"" && []X (""Node_3==wait"" R (""Node_3==wait"" || ""Node_5==qwcheck"")))))",0.9226435050368309,True
25,"!([]<>X (""Node_4==got_msg"" U X ""Node_4==q2a"") U (""Node_3==q2"" <-> X (""Node_1==got_msg"" U (""Node_1==got_msg"" && ""Node_3==q2""))))",1.580754974973388,False
26,"!(![]<>(<>""Node_2==got_msg"" && X X [](""Node_0==wait"" <-> (""Node_1==q1a"" -> <>""Node_4==got_msg""))))",1.675037264940329,False
27,"!([](<>""Node_2==q2"" U (<>""Node_2==q2"" && <>(<>""Node_1==got_msg"" && ([](""Node_0==q1a"" <-> ""Node_5==got_msg"") U (!""Node_5==wait"" && [](""Node_0==q1a"" <-> ""Node_5==got_msg"")))))))",0.7252858360297978,True
28,"!(!(!X X (""Node_3==q1n"" R <>""Node_5==q2"") <-> (!(""Node_5==q1"" <-> <>""Node_2==q1n"") U ([]""Node_2==got_msg"" && !(""Node_5==q1"" <-> <>""Node_2==q1n"")))))",3.5117133118910715,True
29,"!(!((""Node_2==qw"" || []X !""Node_0==q2n"") U ((""Node_2==qw"" || []X !""Node_0==q2n"") && [](!(""Node_2==q2n"" <-> ""Node_3==got_msg"") -> <>""Node_3==qw""))))",2.1902418569661677,False
30,"!(""Node_5==qw"" R (!(""Node_4==q1a"" <-> (""Node_2==wait"" R <>""Node_5==q1a"")) R ((""Node_0==q2n"" <-> !""Node_0==wait"") || !(""Node_4==q1a"" <-> (""Node_2==wait"" R <>""Node_5==q1a"")))))",0.9816706309793517,True
31,"!(((""Node_3==qw"" U ""Node_0==q1a"") R (<>""Node_1==q2n"" U !(""Node_5==q1a"" <-> []""Node_3==q2a""))) R (""Node_0==qw"" <-> ""Node_4==q2n""))",2.10805836902,False
32,"!(!(X ""Node_4==qw"" <-> []""Node_4==wait"") R (<>[]""Node_2==qw"" U (X ""Node_2==got_msg"" R (!""Node_2==q2"" || X ""Node_2==got_msg""))))",3.8797342859907076,True
33,"!([]X (<>""Node_0==qw"" || <>(""Node_4==q1n"" U (!""Node_2==wait"" && ""Node_4==q1n""))) U (<>""Node_2==q2a"" R (""Node_0==q1"" || <>""Node_2==q2a"")))",0.7740265189204365,False
34,"!(!(""Node_3==got_msg"" <-> ""Node_4==qw"") R (!(""Node_3==got_msg"" <-> ""Node_4==qw"") || (""Node_2==q2a"" <-> ((<>""Node_5==q1"" -> ""Node_5==got_msg"") U ((""Node_4==q2"" R !""Node_1==q2n"") && (<>""Node_5==q1"" -> ""Node_5==got_msg""))))))",1.4386024679988623,False
35,"!(<>((X <>""Node_3==wait"" R (!""Node_1==wait"" || X <>""Node_3==wait"")) <-> [](<>""Node_4==qwcheck"" U ((""Node_3==wait"" R ""Node_0==got_msg"") && <>""Node_4==qwcheck""))))",2.7542996919946745,True
36,"!(X <>(""Node_0==q1n"" R (""Node_3==got_msg"" || <>""Node_2==wait"")) R (""Node_1==qwcheck"" R <>(""Node_2==q2n"" && ""Node_2==qw"")))",1.4344191359123215,True
37,"!(!([](""Node_1==q1"" U (!""Node_3==q1a"" R (""Node_0==q2a"" || !""Node_3==q1a""))) <-> (<>""Node_4==q1"" U ((""Node_0==q1a"" R X ""Node_4==qw"") && <>""Node_4==q1""))))",1.9133925630012527,False
38,"!(<>[]<>(!(""Node_0==q2"" <-> ""Node_3==q1a"") R (([]<>""Node_3==wait"" U []""Node_0==wait"") -> ""Node_5==q2n"")))",2.7147824169369414,True
39,"!([]!(!""Node_2==q2a"" <-> []X (X !(""Node_5==q1n"" <-> ""Node_5==qw"") && (X ""Node_0==q2n"" U (""Node_3==q2"" && X ""Node_0==q2n"")))))",1.5989426359301433,True
40,"!(!(X ""Node_4==wait"" <-> ((X ""Node_0==qwcheck"" || X (""Node_3==q2"" <-> ""Node_5==qwcheck"")) R (<>""Node_2==q2"" U ""Node_5==qwcheck""))))",2.224739115918055,False
41,"!((""Node_4==q1n"" R (""Node_4==q1n"" || (""Node_5==q2n"" R (""Node_5==q2n"" || <>(""Node_4==q2"" <-> (""Node_1==qw"" || ""Node_3==got_msg"")))))) U ((X ""Node_1==q2n"" R (""Node_1==q1"" || X ""Node_1==q2n"")) && (""Node_4==q1n"" R (""Node_4==q1n"" || (""Node_5==q2n"" R (""Node_5==q2n"" || <>(""Node_4==q2"" <-> (""Node_1==qw"" || ""Node_3==got_msg""))))))))",1.2509548759553581,True
42,"!((""Node_2==wait"" R (""Node_4==qwcheck"" R !""Node_3==qw"")) U (""Node_1==qwcheck"" R (""Node_4==q1a"" || !(""Node_3==q2a"" <-> <>""Node_4==q1""))))",1.932977910968475,True
43,"!((<>X []""Node_4==q2a"" R <>""Node_3==q2n"") U !(<>""Node_1==q1"" <-> (""Node_2==got_msg"" || []""Node_0==wait"")))",2.2275266719516367,False
44,"!(!((!""Node_0==qwcheck"" U X (""Node_5==q2n"" R X ""Node_4==wait"")) <-> ((""Node_1==qwcheck"" -> ""Node_3==got_msg"") U ((""Node_1==qwcheck"" -> ""Node_3==got_msg"") && []""Node_5==q2a""))))",1.904986333916895,True
45,"!([](<>X X ""Node_3==got_msg"" U (<>X X ""Node_3==got_msg"" && (""Node_5==q1"" U (""Node_4==qwcheck"" && ""Node_5==q1"" && (""Node_3==qwcheck"" R !(""Node_0==q1n"" <-> ""Node_3==wait"")))))))",0.44108253903687,True
46,"!(!(""Node_2==q1"" U (X ""Node_5==wait"" && !((""Node_2==q2a"" R <>""Node_2==q1a"") <-> (<>""Node_1==q2a"" R (""Node_2==q1"" || <>""Node_1==q2a""))))))",1.472978797974065,False
47,"!((<>(""Node_4==q2n"" R ""Node_2==qwcheck"") R (!""Node_4==q1n"" || <>(""Node_4==q2n"" R ""Node_2==qwcheck""))) U (""Node_0==q1n"" R (<>""Node_0==wait"" R (!""Node_3==q1a"" || <>""Node_0==wait""))))",1.7083087150240317,False
48,"!(""Node_4==wait"" R (!(X ""Node_0==q2a"" <-> <>([]""Node_2==q1a"" || <>""Node_0==q1a"")) R ((""Node_0==qwcheck"" U ""Node_2==wait"") || !(X ""Node_0==q2a"" <-> <>([]""Node_2==q1a"" || <>""Node_0==q1a"")))))",1.7685653649969026,False
49,"!((""Node_3==q2a"" <-> <>""Node_4==qw"") R !(""Node_2==qw"" <-> ((""Node_2==got_msg"" -> !""Node_0==wait"") U ((""Node_2==got_msg"" -> !""Node_0==wait"") && X []""Node_2==qwcheck""))))",0.8547995950793847,True
50,"!(<>[](""Node_2==qwcheck"" <-> X ""Node_4==q1n"") <-> []X (<>""Node_1==q2"" U X !""Node_0==q2n""))",3.93402186606545,False
51,"!((([]""Node_5==got_msg"" <-> X ""Node_4==q2a"") R ((""Node_4==qw"" R <>""Node_2==got_msg"") || ([]""Node_5==got_msg"" <-> X ""Node_4==q2a""))) U (""Node_2==q2"" && X ""Node_4==wait""))",3.1862486159661785,False
52,"!(!(""Node_5==q1"" <-> <>""Node_0==q2"") R (([]""Node_0==q2"" R ((""Node_3==q1n"" <-> ""Node_4==qw"") || []""Node_0==q2"")) U (!(""Node_0==q2n"" <-> ""Node_0==wait"") && ([]""Node_0==q2"" R ((""Node_3==q1n"" <-> ""Node_4==qw"") || []""Node_0==q2"")))))",1.274663913063705,True
53,"!(X X <>""Node_0==q1a"" R (X X <>""Node_0==q1a"" || (""Node_2==q1"" -> (<>""Node_1==qwcheck"" U (<>""Node_1==qwcheck"" && !([]""Node_4==qw"" <-> X ""Node_0==q2n""))))))",3.240988655947149,False
54,"!(!((<>""Node_4==q1a"" U X ""Node_0==got_msg"") <-> []!(""Node_5==q2n"" <-> ((""Node_4==qw"" && []""Node_2==qw"") -> ""Node_1==qw""))))",2.069018730078824,False
55,"!((""Node_3==q1"" R (""Node_3==q1"" || <>""Node_0==q2a"")) U (X (!""Node_2==q1"" U [](""Node_4==wait"" -> (""Node_4==q2n"" R ""Node_1==qwcheck""))) && (""Node_3==q1"" R (""Node_3==q1"" || <>""Node_0==q2a""))))",1.8009334299713373,True
56,"!((""Node_4==wait"" <-> (X ""Node_5==q2a"" R ((""Node_1==got_msg"" -> ""Node_0==wait"") || X ""Node_5==q2a""))) R (<>(""Node_4==q2"" R (""Node_1==q2n"" R ""Node_4==qw"")) || (""Node_4==wait"" <-> (X ""Node_5==q2a"" R ((""Node_1==got_msg"" -> ""Node_0==wait"") || X ""Node_5==q2a"")))))",2.687325343955308,False
57,"!((([]""Node_0==got_msg"" <-> X (""Node_4==qw"" && ""Node_5==qwcheck"")) R (((""Node_3==qw"" -> ""Node_1==q1n"") U ""Node_5==q1n"") || ([]""Node_0==got_msg"" <-> X (""Node_4==qw"" && ""Node_5==qwcheck"")))) U ""Node_2==qwcheck"")",2.0376847150037065,False
58,"!(((""Node_2==q2"" U X ""Node_2==q2a"") U ""Node_5==q2"") <-> (<>""Node_5==qwcheck"" R (!""Node_0==qwcheck"" U (!""Node_0==qwcheck"" && []""Node_3==wait""))))",4.2894118200056255,False
