,formula,time,result
0,"!([]([](""soldier_6==go_right"" U (""soldier_2==go_left"" -> ""torch==one"")) <-> ([]""soldier_6==right"" R ((""soldier_5==go_left"" -> <>""soldier_3==go_right"") || []""soldier_6==right""))))",5.497894431930035,False
1,"!((""soldier_8==go_right"" R (""soldier_8==go_right"" || <>X []<>!""torch==going"")) U ((X ""soldier_7==go_left"" || <>X ""soldier_1==right"") && (""soldier_8==go_right"" R (""soldier_8==go_right"" || <>X []<>!""torch==going""))))",2.1005381220020354,True
2,"!(""soldier_5==go_right"" <-> !([]X !""soldier_7==go_left"" <-> (X ""torch==two"" R <>(""soldier_5==go_right"" U (""soldier_5==go_right"" && ""soldier_8==go_left"")))))",7.743041213019751,False
3,"!(<>([]""torch==going"" <-> X (<>""soldier_1==go_right"" U (""soldier_3==go_right"" && <>""soldier_1==go_right""))) -> X (""soldier_1==go_left"" && <>""torch==one""))",1.9817764660110697,True
4,"!((<>""soldier_1==right"" U (""soldier_5==go_left"" U (""soldier_5==go_left"" && ""soldier_8==go_right""))) U (X !(<>[]""soldier_1==go_right"" <-> (""soldier_3==go_right"" R (""soldier_1==right"" || ""soldier_3==go_right""))) && (<>""soldier_1==right"" U (""soldier_5==go_left"" U (""soldier_5==go_left"" && ""soldier_8==go_right"")))))",7.888520666980185,True
5,"!(!(<>""soldier_7==go_right"" U ((""soldier_8==go_left"" <-> !(""soldier_7==right"" U (""soldier_4==go_right"" R !(""soldier_6==go_left"" && ""soldier_8==go_right"")))) && <>""soldier_7==go_right"")))",2.1618730070767924,False
6,"!([](""soldier_1==right"" -> (""soldier_2==go_left"" R X <>(""soldier_2==go_right"" U (""soldier_2==go_right"" && ""soldier_7==go_left"")))) U ((""soldier_8==go_left"" -> ""soldier_4==right"") && [](""soldier_1==right"" -> (""soldier_2==go_left"" R X <>(""soldier_2==go_right"" U (""soldier_2==go_right"" && ""soldier_7==go_left""))))))",3.4857661799760535,False
7,"!(""soldier_7==right"" || ((<>""soldier_7==right"" R (<>""soldier_7==right"" || <>[](""soldier_1==go_left"" U (""soldier_1==go_left"" && <>""soldier_7==go_left"")))) U X X ""soldier_5==go_right""))",7.818062757025473,False
8,"!((""soldier_1==go_right"" <-> []<>(!""soldier_1==right"" U (!""soldier_1==right"" && ""torch==one""))) -> ((""soldier_1==go_right"" <-> ""soldier_8==go_left"") && X ""soldier_2==go_left""))",1.6286859110696241,True
9,"!([]!((""soldier_5==go_left"" <-> []""torch==going"") <-> (""soldier_2==right"" && ([]""soldier_6==right"" || X <>""soldier_6==go_right""))))",2.3573162889806554,False
10,"!(((!""soldier_1==right"" U (!""soldier_1==right"" && ""torch==going"")) R <>""torch==two"") R (<>(""soldier_6==go_right"" U (""soldier_3==right"" && ""soldier_6==go_right"" && []""soldier_1==go_left"")) || ((!""soldier_1==right"" U (!""soldier_1==right"" && ""torch==going"")) R <>""torch==two"")))",9.071228550979868,False
11,"!(true U (!(""soldier_7==go_right"" <-> <>""soldier_6==right"") R <>(""soldier_4==go_right"" && (""soldier_4==right"" U (""soldier_3==right"" && ""soldier_4==right"")))))",4.573334777029231,True
12,"!(""soldier_1==right"" R (""soldier_1==right"" || ((((<>""torch==going"" U (""soldier_6==go_left"" && <>""torch==going"")) -> ""soldier_7==go_left"") -> (""soldier_5==right"" && ""torch==going"")) U ([]""soldier_7==go_right"" && (((<>""torch==going"" U (""soldier_6==go_left"" && <>""torch==going"")) -> ""soldier_7==go_left"") -> (""soldier_5==right"" && ""torch==going""))))))",2.366523833014071,True
13,"!([]((""torch==going"" -> ""soldier_6==go_left"") || (""soldier_8==go_right"" <-> [](X ""soldier_6==go_right"" -> (""soldier_1==go_right"" U !""soldier_7==go_right"")))))",1.7860824279487133,False
14,"!(!(X !X ""torch==two"" <-> ([]""soldier_1==right"" || []![](<>""torch==two"" -> ""soldier_3==right""))))",5.211950958939269,False
15,"!([]!((""soldier_2==go_left"" R (""soldier_2==go_left"" || <>""soldier_7==go_right"")) <-> (<>((""soldier_5==go_right"" || ""soldier_8==right"") U (""soldier_3==go_left"" && (""soldier_5==go_right"" || ""soldier_8==right""))) -> []""soldier_8==go_right"")))",4.657517939107493,False
16,"!(""torch==two"" <-> (<>""soldier_6==go_left"" -> ((true U []""torch==one"") -> !(<>""soldier_2==go_right"" U (""soldier_1==right"" && <>""soldier_2==go_right"")))))",7.58984601998236,True
17,"!(<>""soldier_3==go_left"" U !([]""soldier_3==go_right"" <-> (<>""soldier_4==right"" R ([]""soldier_6==go_right"" U []""soldier_7==go_right""))))",2.2106685080798343,True
18,"!(!(<>""soldier_8==go_right"" <-> ([](!""soldier_2==go_right"" R <>(<>""soldier_5==right"" R ""torch==going"")) R !""soldier_2==right"")))",7.444165675085969,False
